Date,NVDA_Close,NVDA_Volume,QQQ_Close,QQQ_Volume,Epoch,NVDA_Return,QQQ_Return
8/2/2010,0.3710686266422272,445160000,37.03592300415039,94354400,Pre-Attention (2010–2017),-0.00185,-0.007213
9/2/2010,0.3680891692638397,930144000,37.41782760620117,118956000,Pre-Attention (2010–2017),-0.008029,0.010312
10/2/2010,0.3751941621303558,535828000,37.33972930908203,94102900,Pre-Attention (2010–2017),0.019302,-0.002087
11/2/2010,0.392383873,695980000,37.90389251708984,93050800,Pre-Attention (2010–2017),0.045816,0.015109
12/2/2010,0.3976554274559021,780212000,37.982025146484375,93938500,Pre-Attention (2010–2017),0.013435,0.002061
16/2/2010,0.4049896001815796,457024000,38.46807098388672,83861400,Pre-Attention (2010–2017),0.018444,0.012797
17/2/2010,0.4088859856128692,876560000,38.68507385253906,82691700,Pre-Attention (2010–2017),0.009621,0.005641
18/2/2010,0.3820700645446777,1515508000,38.92808532714844,65752600,Pre-Attention (2010–2017),-0.065583,0.006282
19/2/2010,0.380007267,510548000,38.91072463989258,80416500,Pre-Attention (2010–2017),-0.005399,-0.000446
22/2/2010,0.3806948959827423,458084000,38.83262252807617,72055000,Pre-Attention (2010–2017),0.00181,-0.002007
23/2/2010,0.3715269267559051,489764000,38.32919692993164,95814400,Pre-Attention (2010–2017),-0.024082,-0.012964
24/2/2010,0.3793196976184845,445868000,38.71978378295898,86591000,Pre-Attention (2010–2017),0.020975,0.01019
25/2/2010,0.3758815824985504,576972000,38.71109390258789,97961300,Pre-Attention (2010–2017),-0.009064,-0.000224
26/2/2010,0.3712978363037109,393396000,38.84996795654297,66222400,Pre-Attention (2010–2017),-0.012195,0.003587
1/3/2010,0.3861956298351288,555868000,39.41412734985352,77290100,Pre-Attention (2010–2017),0.040124,0.014521
2/3/2010,0.38596642,538648000,39.53566742,76368500,Pre-Attention (2010–2017),-0.000594,0.003084
3/3/2010,0.3811533451080322,399300000,39.57905960083008,65735500,Pre-Attention (2010–2017),-0.01247,0.001098
4/3/2010,0.3818408846855163,557396000,39.709251403808594,54470900,Pre-Attention (2010–2017),0.001804,0.003289
5/3/2010,0.3935299217700958,632832000,40.30815124511719,68136300,Pre-Attention (2010–2017),0.030612,0.015082
8/3/2010,0.3878000378608703,439312000,40.386260986328125,58712400,Pre-Attention (2010–2017),-0.01456,0.001938
9/3/2010,0.4022392332553863,830832000,40.61193848,98002800,Pre-Attention (2010–2017),0.037234,0.005588
10/3/2010,0.4031562507152557,418520000,40.94174575805664,102578900,Pre-Attention (2010–2017),0.00228,0.008121
11/3/2010,0.3939883112907409,540660000,41.09798812866211,67510300,Pre-Attention (2010–2017),-0.02274,0.003816
12/3/2010,0.3953633904457092,520352000,41.10667801,64068300,Pre-Attention (2010–2017),0.00349,0.000211
15/3/2010,0.3933006227016449,358904000,41.00251388549805,60150500,Pre-Attention (2010–2017),-0.005217,-0.002534
16/3/2010,0.4070525467395782,664988000,41.262916564941406,74950600,Pre-Attention (2010–2017),0.034965,0.006351
17/3/2010,0.414845198,651168000,41.37574005126953,75643500,Pre-Attention (2010–2017),0.019144,0.002734
18/3/2010,0.4001765549182892,740964000,41.51462173461914,77829400,Pre-Attention (2010–2017),-0.035359,0.003357
19/3/2010,0.3953633904457092,584612000,41.26350784301758,86337100,Pre-Attention (2010–2017),-0.012028,-0.006049
22/3/2010,0.401780903,435336000,41.63712692260742,71902800,Pre-Attention (2010–2017),0.016232,0.009054
23/3/2010,0.4100320935249328,493612000,41.923866271972656,59182600,Pre-Attention (2010–2017),0.020537,0.006887
24/3/2010,0.3962801694869995,436252000,41.72400665283203,62995700,Pre-Attention (2010–2017),-0.033539,-0.004767
25/3/2010,0.3974262177944183,495184000,41.66319656,76294800,Pre-Attention (2010–2017),0.002892,-0.001457
26/3/2010,0.3974262177944183,344676000,41.70665359,78067900,Pre-Attention (2010–2017),0,0.001043
29/3/2010,0.4024685323238373,394456000,41.9064827,57993300,Pre-Attention (2010–2017),0.012687,0.004791
30/3/2010,0.4040730595588684,324104000,42.04551315307617,49437300,Pre-Attention (2010–2017),0.003987,0.003318
31/3/2010,0.3988014161586761,389840000,41.845645904541016,59947400,Pre-Attention (2010–2017),-0.013046,-0.004754
1/4/2010,0.3946759700775146,339664000,41.845645904541016,83728600,Pre-Attention (2010–2017),-0.010345,0
5/4/2010,0.4006350338459015,413636000,42.23666763305664,56220300,Pre-Attention (2010–2017),0.015099,0.009344
6/4/2010,0.390779436,809260000,42.35828781,54097100,Pre-Attention (2010–2017),-0.0246,0.002879
7/4/2010,0.3933006227016449,817468000,42.25402832,77211500,Pre-Attention (2010–2017),0.006452,-0.002461
8/4/2010,0.3868831992149353,1037600000,42.34962082,68314300,Pre-Attention (2010–2017),-0.016317,0.002262
9/4/2010,0.3894043862819671,817572000,42.601593017578125,54227300,Pre-Attention (2010–2017),0.006517,0.00595
12/4/2010,0.3965094685554504,546460000,42.63634490966797,44280600,Pre-Attention (2010–2017),0.018246,0.000816
13/4/2010,0.4047605395317077,648696000,42.85355758666992,59376000,Pre-Attention (2010–2017),0.020809,0.005095
14/4/2010,0.4098027050495147,900720000,43.36621856689453,69004800,Pre-Attention (2010–2017),0.012457,0.011963
15/4/2010,0.4127824604511261,957596000,43.55738449,72254200,Pre-Attention (2010–2017),0.007271,0.004408
16/4/2010,0.3910086154937744,1917736000,43.036041259765625,127388000,Pre-Attention (2010–2017),-0.052749,-0.011969
19/4/2010,0.3891750872135162,1094492000,43.00998306274414,98251700,Pre-Attention (2010–2017),-0.004689,-0.000605
20/4/2010,0.3905503153800964,678188000,43.227195739746094,69543700,Pre-Attention (2010–2017),0.003534,0.00505
21/4/2010,0.3804657161235809,895908000,43.47046661376953,74748700,Pre-Attention (2010–2017),-0.025822,0.005628
22/4/2010,0.3820700645446777,656932000,43.71377182006836,110477200,Pre-Attention (2010–2017),0.004217,0.005597
23/4/2010,0.37679854,752916000,43.89623260498047,77205200,Pre-Attention (2010–2017),-0.013797,0.004174
26/4/2010,0.3804657161235809,491092000,43.80065918,67361000,Pre-Attention (2010–2017),0.009732,-0.002177
27/4/2010,0.3696934878826141,606704000,42.87094497680664,112608000,Pre-Attention (2010–2017),-0.028313,-0.021226
28/4/2010,0.3703811466693878,672164000,42.89701843261719,130082100,Pre-Attention (2010–2017),0.00186,0.000608
29/4/2010,0.3816116750240326,987128000,43.64426040649414,84180200,Pre-Attention (2010–2017),0.030322,0.017419
30/4/2010,0.3600672483444214,1068048000,42.78406524658203,110897000,Pre-Attention (2010–2017),-0.056456,-0.019709
3/5/2010,0.3561710119247436,1078972000,43.38359451293945,74169700,Pre-Attention (2010–2017),-0.010821,0.014013
4/5/2010,0.3380642831325531,1311376000,42.080265045166016,141136500,Pre-Attention (2010–2017),-0.050837,-0.030042
5/5/2010,0.3323345184326172,1330840000,41.863040924072266,128560200,Pre-Attention (2010–2017),-0.016949,-0.005162
6/5/2010,0.3254585564136505,1002888000,40.464141845703125,274356800,Pre-Attention (2010–2017),-0.02069,-0.033416
7/5/2010,0.319957823,1153712000,39.456199645996094,288200400,Pre-Attention (2010–2017),-0.016901,-0.02491
10/5/2010,0.3337096273899078,979156000,41.50679016113281,136041600,Pre-Attention (2010–2017),0.04298,0.051971
11/5/2010,0.3300425708293915,829124000,41.463356018066406,113016100,Pre-Attention (2010–2017),-0.010989,-0.001046
12/5/2010,0.3364599347114563,901236000,42.24534988,85462400,Pre-Attention (2010–2017),0.019444,0.01886
13/5/2010,0.3357724845409393,1252000000,41.576297760009766,102844300,Pre-Attention (2010–2017),-0.002043,-0.015837
14/5/2010,0.2970383167266845,2493068000,40.77693176269531,147386100,Pre-Attention (2010–2017),-0.115358,-0.019226
17/5/2010,0.2977258563041687,856060000,40.90727996826172,120969600,Pre-Attention (2010–2017),0.002315,0.003197
18/5/2010,0.2878704667091369,674112000,40.34249114990234,153072100,Pre-Attention (2010–2017),-0.033102,-0.013807
19/5/2010,0.2924543917179107,826520000,40.02101516723633,159000300,Pre-Attention (2010–2017),0.015924,-0.007969
20/5/2010,0.2855785191059112,1129136000,38.53519058227539,189289800,Pre-Attention (2010–2017),-0.023511,-0.037126
21/5/2010,0.2917667627334595,1069600000,38.96095275878906,190631100,Pre-Attention (2010–2017),0.021669,0.011049
24/5/2010,0.2832864224910736,664564000,38.80456543,113038000,Pre-Attention (2010–2017),-0.029065,-0.004014
25/5/2010,0.2908498644828796,966652000,38.83931350708008,155643000,Pre-Attention (2010–2017),0.026699,0.000895
26/5/2010,0.2922252118587494,995028000,38.40485763549805,140203200,Pre-Attention (2010–2017),0.004729,-0.011186
27/5/2010,0.3094149231910705,713560000,39.85591506958008,110671600,Pre-Attention (2010–2017),0.058824,0.037783
28/5/2010,0.3011637926101684,545116000,39.62130355834961,128535300,Pre-Attention (2010–2017),-0.026667,-0.005886
1/6/2010,0.2883288264274597,527492000,39.25637054,104242700,Pre-Attention (2010–2017),-0.042618,-0.009211
2/6/2010,0.2915374636650085,649088000,40.18608474731445,97249300,Pre-Attention (2010–2017),0.011128,0.023683
3/6/2010,0.2910791933536529,586360000,40.56838607788086,98928400,Pre-Attention (2010–2017),-0.001572,0.009513
4/6/2010,0.2773274183273315,671456000,39.17817687988281,112849900,Pre-Attention (2010–2017),-0.047244,-0.034268
7/6/2010,0.2635755240917206,577248000,38.46569824,88436600,Pre-Attention (2010–2017),-0.049587,-0.018186
8/6/2010,0.2562413513660431,967636000,38.39617156982422,133030100,Pre-Attention (2010–2017),-0.027826,-0.001807
9/6/2010,0.2500530481338501,697152000,38.07467651367188,101949200,Pre-Attention (2010–2017),-0.02415,-0.008373
10/6/2010,0.2601377069950104,611768000,39.16080474853516,76892300,Pre-Attention (2010–2017),0.04033,0.028526
11/6/2010,0.2660968005657196,442104000,39.53442383,74346800,Pre-Attention (2010–2017),0.022907,0.009541
14/6/2010,0.2603668868541717,375080000,39.52573394775391,68085000,Pre-Attention (2010–2017),-0.021533,-0.00022
15/6/2010,0.2732018828392029,528632000,40.58577728271485,76332600,Pre-Attention (2010–2017),0.049296,0.026819
16/6/2010,0.2697638571262359,366480000,40.75087356567383,78399700,Pre-Attention (2010–2017),-0.012584,0.004068
17/6/2010,0.2800777554512024,859068000,40.88120651245117,77111900,Pre-Attention (2010–2017),0.038233,0.003198
18/6/2010,0.2819113731384277,932832000,40.915164947509766,75921400,Pre-Attention (2010–2017),0.006547,0.000831
21/6/2010,0.2752646803855896,579836000,40.56692123413086,95488100,Pre-Attention (2010–2017),-0.023577,-0.008511
22/6/2010,0.2649508118629455,818164000,40.253543853759766,94493400,Pre-Attention (2010–2017),-0.037469,-0.007725
23/6/2010,0.2679303288459778,614060000,40.08815002441406,92397600,Pre-Attention (2010–2017),0.011246,-0.004109
24/6/2010,0.2546369731426239,725028000,39.47876739501953,114145900,Pre-Attention (2010–2017),-0.049615,-0.015201
25/6/2010,0.2539494335651397,507220000,39.48662567138672,88740300,Pre-Attention (2010–2017),-0.0027,0.000199
28/6/2010,0.2544078230857849,372008000,39.3470459,71350000,Pre-Attention (2010–2017),0.001805,-0.003535
29/6/2010,0.2401976287364959,660808000,37.829349517822266,136384200,Pre-Attention (2010–2017),-0.055856,-0.038572
30/6/2010,0.2340093255043029,623072000,37.25366211,101313200,Pre-Attention (2010–2017),-0.025763,-0.015218
1/7/2010,0.2379055768251419,737008000,37.14900207519531,158695000,Pre-Attention (2010–2017),0.01665,-0.002809
2/7/2010,0.23492609,737096000,37.04432678222656,78565300,Pre-Attention (2010–2017),-0.012524,-0.002818
6/7/2010,0.2324049472808838,712020000,37.15771865844727,88591900,Pre-Attention (2010–2017),-0.010732,0.003061
7/7/2010,0.2436355948448181,608412000,38.343971252441406,72448400,Pre-Attention (2010–2017),0.048324,0.031925
8/7/2010,0.2363012433052063,783272000,38.55330657958984,78264600,Pre-Attention (2010–2017),-0.030104,0.005459
9/7/2010,0.2372179925441742,571516000,38.91964721679688,47851200,Pre-Attention (2010–2017),0.00388,0.009502
12/7/2010,0.2415727078914642,565396000,39.03304672241211,60927500,Pre-Attention (2010–2017),0.018357,0.002914
13/7/2010,0.2502822577953338,723316000,39.53895187,93310500,Pre-Attention (2010–2017),0.036054,0.012961
14/7/2010,0.2528034746646881,1355664000,39.73958206176758,87687100,Pre-Attention (2010–2017),0.010073,0.005074
15/7/2010,0.2456982880830764,953088000,39.77445602416992,95992500,Pre-Attention (2010–2017),-0.028106,0.000878
16/7/2010,0.2303421944379806,1288604000,38.67542266845703,98831900,Pre-Attention (2010–2017),-0.0625,-0.027632
19/7/2010,0.2397391647100448,798440000,39.00688934326172,81800800,Pre-Attention (2010–2017),0.040796,0.00857
20/7/2010,0.2456982880830764,1160988000,39.47788238525391,89061200,Pre-Attention (2010–2017),0.024857,0.012075
21/7/2010,0.237676516,624940000,38.93709945678711,83577000,Pre-Attention (2010–2017),-0.032649,-0.013698
22/7/2010,0.2415727078914642,462612000,39.92273712158203,82890300,Pre-Attention (2010–2017),0.016393,0.025314
23/7/2010,0.2374472916126251,817604000,40.175689697265625,81056100,Pre-Attention (2010–2017),-0.017077,0.006336
26/7/2010,0.2418019324541092,683548000,40.50712966918945,64850900,Pre-Attention (2010–2017),0.018339,0.00825
27/7/2010,0.2397391647100448,683472000,40.48969268798828,67655600,Pre-Attention (2010–2017),-0.008531,-0.00043
28/7/2010,0.2321756780147552,1320808000,40.16697692871094,51988200,Pre-Attention (2010–2017),-0.031549,-0.00797
29/7/2010,0.2092561721801757,2664476000,39.87038803100586,85669500,Pre-Attention (2010–2017),-0.098716,-0.007384
30/7/2010,0.210631326,984288000,39.9576416,98958100,Pre-Attention (2010–2017),0.006572,0.002188
2/8/2010,0.2104020863771438,917020000,40.70775985717773,68706800,Pre-Attention (2010–2017),-0.001088,0.018773
3/8/2010,0.2049013525247573,955444000,40.53331375,60856600,Pre-Attention (2010–2017),-0.026144,-0.004285
4/8/2010,0.213610828,855496000,40.94325637817383,43820600,Pre-Attention (2010–2017),0.042506,0.010114
5/8/2010,0.2163611948490142,800504000,40.84732055664063,39150200,Pre-Attention (2010–2017),0.012876,-0.002343
6/8/2010,0.2188823819160461,739904000,40.786258697509766,71339200,Pre-Attention (2010–2017),0.011653,-0.001495
9/8/2010,0.2209451496601104,466456000,41.065372467041016,26927600,Pre-Attention (2010–2017),0.009424,0.006843
10/8/2010,0.2117773294448852,772560000,40.70775985717773,86694500,Pre-Attention (2010–2017),-0.041494,-0.008708
11/8/2010,0.2035262733697891,796148000,39.60000228881836,92219700,Pre-Attention (2010–2017),-0.038961,-0.027212
12/8/2010,0.2053597867488861,1343584000,39.28601074,66000200,Pre-Attention (2010–2017),0.009009,-0.007929
13/8/2010,0.2152152061462402,1797392000,39.00688934326172,46387300,Pre-Attention (2010–2017),0.047991,-0.007105
16/8/2010,0.2097145318984985,814008000,39.07664489746094,55472900,Pre-Attention (2010–2017),-0.025559,0.001788
17/8/2010,0.212464839,481224000,39.57384490966797,56927100,Pre-Attention (2010–2017),0.013115,0.012724
18/8/2010,0.213610828,352920000,39.730838775634766,61835400,Pre-Attention (2010–2017),0.005394,0.003967
19/8/2010,0.2264458388090133,1615100000,39.12898254394531,82969500,Pre-Attention (2010–2017),0.060086,-0.015148
20/8/2010,0.2285086214542389,1305308000,39.18131256103516,65806700,Pre-Attention (2010–2017),0.009109,0.001337
23/8/2010,0.2250706404447555,748620000,38.79754257202149,69612200,Pre-Attention (2010–2017),-0.015045,-0.009795
24/8/2010,0.2227786928415298,641332000,38.07357406616211,79095800,Pre-Attention (2010–2017),-0.010183,-0.01866
25/8/2010,0.227362648,757532000,38.439918518066406,87247900,Pre-Attention (2010–2017),0.020576,0.009622
26/8/2010,0.2246123105287552,657596000,37.97761535644531,91199000,Pre-Attention (2010–2017),-0.012097,-0.012027
27/8/2010,0.2319465577602386,1060416000,38.439918518066406,109568800,Pre-Attention (2010–2017),0.032653,0.012173
30/8/2010,0.2209451496601104,602804000,38.03869629,49373200,Pre-Attention (2010–2017),-0.047431,-0.010438
31/8/2010,0.2138400375843048,931488000,37.907840728759766,72066900,Pre-Attention (2010–2017),-0.032158,-0.00344
1/9/2010,0.215444416,851440000,39.04176712036133,83523100,Pre-Attention (2010–2017),0.007503,0.029913
2/9/2010,0.2193407565355301,596292000,39.47788238525391,41816800,Pre-Attention (2010–2017),0.018085,0.01117
3/9/2010,0.2269042730331421,566484000,40.13207244873047,64041100,Pre-Attention (2010–2017),0.034483,0.016571
7/9/2010,0.2289670258760452,899820000,39.86167907714844,51195200,Pre-Attention (2010–2017),0.009091,-0.006738
8/9/2010,0.236530453,1224156000,40.34142303466797,66879800,Pre-Attention (2010–2017),0.033033,0.012035
9/9/2010,0.2333217114210128,697748000,40.49842834472656,61476400,Pre-Attention (2010–2017),-0.013566,0.003892
10/9/2010,0.2308005392551422,609292000,40.64669036865234,66995700,Pre-Attention (2010–2017),-0.010806,0.003661
13/9/2010,0.2438647300004959,1015792000,41.21367263793945,64523400,Pre-Attention (2010–2017),0.056604,0.013949
14/9/2010,0.2415727078914642,698536000,41.38812255859375,91405800,Pre-Attention (2010–2017),-0.009399,0.004233
15/9/2010,0.2420312911272049,555572000,41.64979172,67108200,Pre-Attention (2010–2017),0.001898,0.006322
16/9/2010,0.2422603517770767,365280000,41.81550216674805,66885800,Pre-Attention (2010–2017),0.000946,0.003979
17/9/2010,0.2418019324541092,416884000,41.957149505615234,76372600,Pre-Attention (2010–2017),-0.001892,0.003387
20/9/2010,0.2454691231250763,443168000,42.69156265258789,84475000,Pre-Attention (2010–2017),0.015166,0.017504
21/9/2010,0.2587625384330749,1779624000,42.68281555175781,82272000,Pre-Attention (2010–2017),0.054155,-0.000205
22/9/2010,0.2610544264316559,999996000,42.56914138793945,88315900,Pre-Attention (2010–2017),0.008857,-0.002663
23/9/2010,0.2663260698318481,1240872000,42.55165863037109,85040000,Pre-Attention (2010–2017),0.020194,-0.000411
24/9/2010,0.2809946238994598,1086976000,43.41719055175781,79495900,Pre-Attention (2010–2017),0.055077,0.020341
27/9/2010,0.275035411,999504000,43.18115997314453,43859800,Pre-Attention (2010–2017),-0.021208,-0.005436
28/9/2010,0.2743479609489441,723192000,43.16366958618164,104922900,Pre-Attention (2010–2017),-0.002499,-0.000405
29/9/2010,0.2722851037979126,974904000,43.09372329711914,81679200,Pre-Attention (2010–2017),-0.007519,-0.00162
30/9/2010,0.2677011489868164,787632000,42.90139008,122458600,Pre-Attention (2010–2017),-0.016835,-0.004463
1/10/2010,0.2601377069950104,999120000,42.84893798828125,77675400,Pre-Attention (2010–2017),-0.028253,-0.001223
4/10/2010,0.2576164901256561,749500000,42.385536193847656,71359900,Pre-Attention (2010–2017),-0.009692,-0.010815
5/10/2010,0.2594500482082367,753588000,43.41719055175781,99301300,Pre-Attention (2010–2017),0.007117,0.02434
6/10/2010,0.2470735311508178,1057604000,43.04127502441406,81831200,Pre-Attention (2010–2017),-0.047703,-0.008658
7/10/2010,0.2452399432659149,761488000,43.19864273071289,75693300,Pre-Attention (2010–2017),-0.007421,0.003656
8/10/2010,0.2489070892333984,706932000,43.49591064453125,83223900,Pre-Attention (2010–2017),0.014953,0.006881
11/10/2010,0.2477611750364303,442680000,43.51338195800781,46880000,Pre-Attention (2010–2017),-0.004604,0.000402
12/10/2010,0.2525741755962372,605208000,43.81064987182617,88571700,Pre-Attention (2010–2017),0.019426,0.006832
13/10/2010,0.2599085569381714,968732000,44.16910552978516,71122900,Pre-Attention (2010–2017),0.029039,0.008182
14/10/2010,0.2557831406593323,599172000,44.08167648,68464000,Pre-Attention (2010–2017),-0.015873,-0.001979
15/10/2010,0.2587625384330749,639940000,45.01717376708984,104654000,Pre-Attention (2010–2017),0.011648,0.021222
18/10/2010,0.2603668868541717,448156000,44.85104370117188,72399400,Pre-Attention (2010–2017),0.0062,-0.00369
19/10/2010,0.2587625384330749,866136000,44.431373596191406,105739800,Pre-Attention (2010–2017),-0.006162,-0.009357
20/10/2010,0.2587625384330749,763532000,44.754878997802734,80861400,Pre-Attention (2010–2017),0,0.007281
21/10/2010,0.2541784942150116,1014428000,44.84229278564453,85885400,Pre-Attention (2010–2017),-0.017715,0.001953
22/10/2010,0.2704516053199768,1322676000,45.14830780029297,47406900,Pre-Attention (2010–2017),0.064022,0.006824
25/10/2010,0.2729726731777191,673136000,45.36687469482422,51413900,Pre-Attention (2010–2017),0.009322,0.004841
26/10/2010,0.2720559239387512,675248000,45.48928451538086,60498300,Pre-Attention (2010–2017),-0.003358,0.002698
27/10/2010,0.2759522497653961,496796000,45.629173278808594,57483400,Pre-Attention (2010–2017),0.014322,0.003075
28/10/2010,0.2761813700199127,704448000,45.72533035,61220000,Pre-Attention (2010–2017),0.00083,0.002107
29/10/2010,0.2754938304424286,554664000,45.620418548583984,46668700,Pre-Attention (2010–2017),-0.002489,-0.002294
1/11/2010,0.2759522497653961,473920000,45.65538787841797,60555600,Pre-Attention (2010–2017),0.001664,0.000767
2/11/2010,0.2816821932792663,581036000,46.144996643066406,48137500,Pre-Attention (2010–2017),0.020764,0.010724
3/11/2010,0.2837448120117187,671748000,46.35483551025391,126225800,Pre-Attention (2010–2017),0.007323,0.004547
4/11/2010,0.2842033207416534,700016000,46.92310715,84201000,Pre-Attention (2010–2017),0.001616,0.012259
5/11/2010,0.2890162765979767,735116000,46.92310715,77937100,Pre-Attention (2010–2017),0.016935,0
8/11/2010,0.2901623547077179,605156000,46.98431396484375,39623500,Pre-Attention (2010–2017),0.003965,0.001304
9/11/2010,0.288558155,633964000,46.730770111083984,66828700,Pre-Attention (2010–2017),-0.005529,-0.005396
10/11/2010,0.2919958829879761,521016000,46.96681213378906,83553700,Pre-Attention (2010–2017),0.011913,0.005051
11/11/2010,0.2890162765979767,1089980000,46.669559478759766,85163600,Pre-Attention (2010–2017),-0.010204,-0.006329
12/11/2010,0.3039141893386841,2142560000,45.90894317626953,99164300,Pre-Attention (2010–2017),0.051547,-0.016298
15/11/2010,0.3002470433712005,733548000,45.73407745361328,56723400,Pre-Attention (2010–2017),-0.012066,-0.003809
16/11/2010,0.2913083732128143,739356000,44.98219299316406,101097000,Pre-Attention (2010–2017),-0.029771,-0.01644
17/11/2010,0.2961215078830719,551764000,45.11332321166992,77836200,Pre-Attention (2010–2017),0.016522,0.002915
18/11/2010,0.3052892386913299,993120000,45.83899688720703,71488300,Pre-Attention (2010–2017),0.030959,0.016086
19/11/2010,0.3151447474956512,716484000,45.87396240234375,54506100,Pre-Attention (2010–2017),0.032283,0.000763
22/11/2010,0.3153740465641022,462668000,46.25864410400391,69918900,Pre-Attention (2010–2017),0.000728,0.008386
23/11/2010,0.3080396652221679,457832000,45.52424240112305,76818300,Pre-Attention (2010–2017),-0.023256,-0.015876
24/11/2010,0.3156031370162964,397784000,46.44225692749024,53444200,Pre-Attention (2010–2017),0.024554,0.020165
26/11/2010,0.31170693,143104000,46.13624954223633,23640300,Pre-Attention (2010–2017),-0.012345,-0.006589
29/11/2010,0.3151447474956512,468192000,46.10129165649414,89269100,Pre-Attention (2010–2017),0.011029,-0.000758
30/11/2010,0.31193608,720936000,45.541725158691406,118862100,Pre-Attention (2010–2017),-0.010182,-0.012138
1/12/2010,0.3256878554821014,626536000,46.50345230102539,81758800,Pre-Attention (2010–2017),0.044085,0.021117
2/12/2010,0.3295840620994568,529316000,46.975563049316406,56844600,Pre-Attention (2010–2017),0.011963,0.010152
3/12/2010,0.3389811217784881,606044000,47.09796905517578,38014200,Pre-Attention (2010–2017),0.028512,0.002606
6/12/2010,0.3325636982917785,438424000,47.08049774169922,39312000,Pre-Attention (2010–2017),-0.018932,-0.000371
7/12/2010,0.3433359265327453,1026812000,47.10671615600586,59067300,Pre-Attention (2010–2017),0.032391,0.000557
8/12/2010,0.3463155329227447,613252000,47.28156280517578,48066900,Pre-Attention (2010–2017),0.008678,0.003712
9/12/2010,0.3405856788158417,942408000,47.325294494628906,51679800,Pre-Attention (2010–2017),-0.016545,0.000925
10/12/2010,0.3426483571529388,451900000,47.64003372192383,44696200,Pre-Attention (2010–2017),0.006056,0.006651
13/12/2010,0.3339388966560364,609108000,47.473907470703125,53110200,Pre-Attention (2010–2017),-0.025418,-0.003487
14/12/2010,0.3343972265720367,755160000,47.56135940551758,69884800,Pre-Attention (2010–2017),0.001372,0.001842
15/12/2010,0.3270630240440368,624176000,47.351524353027344,76951900,Pre-Attention (2010–2017),-0.021933,-0.004412
16/12/2010,0.3275214433670044,631872000,47.71870422363281,65519400,Pre-Attention (2010–2017),0.001402,0.007754
17/12/2010,0.3293549120426178,593156000,47.76076889038086,36844200,Pre-Attention (2010–2017),0.005598,0.000882
20/12/2010,0.3279798030853271,344088000,47.79579544067383,48159600,Pre-Attention (2010–2017),-0.004175,0.000733
21/12/2010,0.3408147394657135,466952000,48.08489608764648,35775400,Pre-Attention (2010–2017),0.039133,0.006049
22/12/2010,0.344481885,477988000,48.07613754272461,35766500,Pre-Attention (2010–2017),0.01076,-0.000182
